imdb_score,movie_facebook_likes,duration,num_user_for_reviews,director_facebook_likes,title_year,color
7.1,0,100,293,0,2006,Color
7.2,13000,116,75,150,2012,Color
2.3,1000,94,521,892,2005,Color
6.4,1000,111,39,650,2009,Color
6.1,0,100,361,143,2004,Color
7,0,125,180,78,2014,Color
6.5,971,114,102,329,2008,Color
7,0,119,45,18,2008,Color
7,0,135,230,162,2007,Black and White
4.9,0,93,113,19,2012,Color
6.9,0,114,105,0,2008,Color
7.5,13000,124,274,0,2008,Color
8.4,11000,134,570,6000,1997,Color
6.9,235,114,53,22,2003,Black and White
4.5,1000,124,74,42,1980,Color
7.4,0,104,232,214,2005,Color
7,0,118,20,14,2015,Color
2.8,241,80,66,121,2003,Color
7.5,20000,107,1137,110,2002,Color
7.1,1000,125,33,55,2008,Color
6.4,401,115,138,115,2000,Color
6.7,831,88,83,12,2012,Color
5.3,0,122,61,11000,2015,Color
6.9,973,103,79,78,2004,Color
6.2,445,101,46,25,2005,Color
6.3,0,101,67,46,2010,Color
6.4,399,107,25,58,1994,Color
6.5,1000,86,66,0,2008,Color
6,136,118,16,8,1998,Color
5.1,0,107,75,14,2010,Color
5.5,217,100,81,3,2002,Color
7.2,0,30,,,,Color
5.4,0,110,36,278,2010,Color
5.7,0,106,62,448,2015,Color
5.2,30,7,,23,2007,Color
6.2,314,102,29,10,2008,Color
6.7,0,98,118,5,2007,Color
5.8,1000,83,11,0,2012,Color
7,58,153,1,0,2014,Color
4.8,70,98,3,2,2014,Color
7.2,0,105,1,23,2016,Color
5.6,0,96,101,160,2015,Color
6.4,11000,105,133,17,2013,Color
7.5,0,125,220,43,2006,Color
7.4,0,184,110,34,2008,Color
8,0,236,382,0,1990,Color
5.7,16000,97,296,52,2011,Color
6.8,0,113,112,17,1989,Color
5.9,0,95,232,15,2004,Color
7.2,11000,103,869,0,1996,Color
5.5,0,91,478,17,2001,Color
8.4,37000,146,1320,0,1980,Color
8.5,39000,116,809,0,1985,Color
5.6,0,93,536,37,1999,Color
4.1,1000,113,59,0,2009,Color
5,1000,90,6,97,2016,Color
6.1,0,101,120,8,2010,Color
5.4,0,95,205,189,2003,Color
7.1,14000,109,125,93,2011,Color
6.6,0,43,,,,Color
3.6,663,85,119,2,2000,Color
6.5,0,101,251,42,2010,Color
8.6,28000,125,902,6000,2001,Color
6.2,332,118,12,0,2013,Color
7,1000,132,95,79,1984,Color
7.6,53000,131,236,33,2013,Color
6.5,0,129,103,51,2008,Color
6.4,13000,100,181,14,2010,Color
6.7,560,172,91,75,1964,Color
6.3,0,97,83,31,2011,Color
6.4,0,121,37,33,2012,Color
5.7,238,92,15,22,1993,Color
6.3,228,116,44,500,1996,Color
7.8,599,110,3,44,2016,Color
6,0,90,518,15,2005,Color
7.7,0,81,710,0,2002,Color
6.2,0,97,662,0,2005,Black and White
5.7,124,107,4,15,2013,Color
7.7,15000,118,648,0,1998,Color
6.4,13000,100,287,0,2009,Color
6.4,21000,97,397,89,2014,Color
6.9,0,114,213,55,1994,Color
7.3,0,130,204,545,1988,Color
7.3,0,82,1198,119,2006,Color
6.2,0,96,548,126,2001,Color
6.6,0,105,192,12000,1984,Color
6.7,0,122,522,301,2005,Color
5.7,0,88,202,31,1999,Color
3.1,31000,110,374,179,2014,Color
6.3,0,103,475,15,2005,Color
5.7,265,106,69,8,2004,Black and White
7.1,10000,98,485,72,2003,Color
7,0,68,425,116,1997,Color
6.1,19000,94,103,52,2016,Color
6.6,0,99,45,42,2011,Color
7.8,13000,107,629,323,1987,Color
8.3,16000,180,549,869,1984,Color
3.9,1000,89,260,29,2008,Color
7,0,97,554,70,2004,Color
6.7,0,113,317,22,2003,Color
7.3,0,131,651,500,2001,Color
7.5,0,44,281,,,Color
6.3,0,103,96,0,1986,Color
7.8,114000,119,1101,0,2014,Color
7.3,36000,98,384,11000,2013,Color
7.6,0,111,828,521,2006,Color
5.3,0,94,144,23,2003,Color
5.3,588,81,76,8,1996,Color
6.8,7000,89,335,0,1980,Color
7.1,15000,106,114,80,2011,Color
7.2,0,122,124,0,1970,Color
5.8,0,86,248,62,2009,Color
5.8,2000,103,109,130,1984,Color
8.3,0,121,494,17000,1980,Black and White
5.6,0,109,77,7,2009,Color
6.8,0,109,86,272,1985,Color
5,0,123,82,64,2009,Color
7.6,63000,94,440,0,2010,Color
6.7,812,94,192,11000,2000,Color
6.7,0,115,210,13,2000,Color
5.7,0,107,68,24,2015,Color
5.2,591,91,49,38,2004,Color
7.5,0,125,359,34,2001,Color
7.2,23000,122,307,0,2015,Color
5.3,0,102,80,0,2009,Color
6.5,0,90,105,44,2009,Color
5,346,98,41,28,1981,Color
6.1,813,109,213,128,2001,Color
7.4,2000,107,149,0,1981,Color
4.4,4000,90,109,31,2013,Color
7.5,0,112,287,0,1997,Color
5.7,3000,94,48,0,2014,Color
5.5,0,105,35,6,1989,Color
7.1,562,104,112,109,2004,Color
5.9,0,112,118,213,1986,Color
6.7,0,108,102,25,1981,Color
7,0,112,82,97,2009,Color
7.9,0,127,420,13000,1994,Black and White
6.9,0,111,111,655,2013,Color
7.3,0,126,165,44,2007,Color
7.3,12000,114,192,0,2008,Color
3.5,0,99,54,379,1982,Color
7.8,0,150,224,0,1996,Color
7.4,0,117,53,78,2009,Color
6.7,0,112,156,337,2016,Color
6.4,827,108,155,11000,2003,Color
7.1,18000,116,119,6,2013,Color
6.7,0,60,44,,,
7.8,0,144,193,0,2009,Black and White
4,378,92,6,662,2016,Color
5.9,0,93,100,28,1986,Color
7.2,2000,103,180,154,2002,Color
7.2,19000,93,56,190,2013,Color
5.1,1000,98,93,34,2008,Color
7.7,0,334,36,,,Color
5.5,342,114,20,157,2009,Color
6.2,271,121,42,0,1999,Color
7.2,3000,87,419,0,1985,Color
5.2,0,92,50,55,2016,Color
6.7,0,105,90,2,2006,Color
5,0,89,95,130,1985,Color
6.2,10000,114,140,89,2012,Color
7.6,0,119,555,99,2007,Color
4.1,804,103,45,0,2009,Color
5.3,0,91,34,512,2014,Color
6.2,0,98,108,209,2008,Color
6.5,0,80,247,19,2005,Color
8.1,12000,121,609,83,2004,Color
6.3,0,94,376,87,2007,Color
4.4,0,93,17,148,2013,Color
4.6,0,93,101,32,2014,Color
6,204,116,67,0,2002,Color
7.6,20000,101,1109,448,2001,Color
8.4,18000,154,1076,0,1986,Color
7.9,0,170,258,165,1964,Color
5.6,0,99,419,13,1997,Color
6.5,14000,104,147,42,2014,Color
7.5,0,126,835,729,2004,Color
6.3,0,110,177,422,2006,Color
7.9,12000,101,1191,0,1978,Color
5.1,309,87,48,9,2003,Color
6.7,7000,123,64,92,2013,Color
6.7,3000,109,482,248,2006,Color
5.6,12000,90,279,52,2010,Color
5.6,2000,96,207,36,2002,Color
6.2,0,82,239,12,1998,Color
5.6,16000,86,129,33,2011,Color
6.4,0,108,855,192,2006,Color
5.6,320,98,117,39,2003,Color
7.4,21000,129,83,51,2015,Color
4.9,0,99,30,17,2010,Color
6,874,105,92,49,2006,Color
7.2,36000,112,250,36,2012,Color
4.9,476,108,107,19,2001,Color
7.5,0,121,416,0,1998,Color
4.8,814,89,271,11,2002,Color
3.1,110,89,112,0,2006,Color
5.8,339,73,37,11,1999,Color
6.7,4000,132,138,847,2009,Color
6.8,419,154,50,117,1963,Color
6.5,70000,96,789,201,2013,Color
5.9,0,98,75,80,2009,Color
5.5,300,107,217,80,2006,Color
3.6,1000,134,259,22,1987,Color
3.3,238,94,18,8,2007,Color
7.4,0,122,419,47,2006,Color
6.7,352,128,64,9,2004,Color
3,154,97,28,3,1986,Color
7.6,15000,110,645,168,2006,Color
6.4,0,102,27,4,1981,Color
6.9,0,98,113,541,2003,Color
6.6,0,120,39,30,2014,Color
5.5,0,160,238,219,2006,Color
6.6,0,80,39,0,2008,Color
5.2,903,91,71,22,1977,Color
4.1,0,83,108,57,2012,Color
6.8,0,102,115,6,1991,Color
6.5,0,122,97,30,2006,Color
7.4,0,126,219,0,1987,Color
7.7,0,136,196,0,1995,Color
7.1,0,120,151,11,2007,Color
6.3,0,108,50,18,2007,Color
7.6,0,126,469,26,2003,Color
8,23000,128,491,608,1989,Color
7.3,0,113,438,137,1994,Color
7.6,0,89,273,0,1989,Color
7.8,0,129,154,0,1982,Color
6.5,0,94,302,480,2000,Color
6.4,0,106,267,48,1999,Color
8,30000,100,583,405,2011,Black and White
4.8,0,89,230,687,2009,Color
7.8,71000,94,377,0,2012,Color
5.9,0,83,366,473,2006,Color
5.4,0,111,30,19,2016,Color
3.3,1000,80,307,11,2002,Color
8.2,27000,112,1083,0,2006,Color
6.6,0,60,57,,,Color
5.4,393,94,53,14,2001,Color
6.4,1000,130,81,309,2001,Black and White
4.8,0,91,115,26,2011,Color
5.9,0,91,205,29,2001,Color
5.5,0,110,72,23,1991,Color
7.9,17000,121,687,1000,2007,Color
4.9,0,114,125,15,2008,Color
7.2,14000,96,365,11000,2008,Color
6.6,0,270,54,5,2007,Color
5.3,487,94,134,7,2000,Color
7.2,0,109,171,7,2002,Color
5.1,6000,107,294,45,2009,Color
5.6,492,96,148,22,2000,Color
7.6,0,88,91,11000,1987,Color
7.2,24000,113,361,47,2010,Color
5.7,371,101,95,6,2003,Color
5.2,818,105,55,121,1988,Color
7.7,0,125,261,438,1993,Color
7,0,100,302,9,1999,Color
3.6,177,97,20,3,2004,Color
4.9,392,108,90,38,1979,Color
6,573,112,123,28,2000,Color
6.6,762,112,148,11000,2002,Color
6.8,0,95,194,89,1999,Color
7.2,0,110,316,85,1986,Color
7.2,0,118,88,369,2007,Color
2.8,0,97,62,34,1997,Color
6.6,0,120,70,115,2013,Color
6.7,356,135,78,133,2005,Color
7,23000,101,212,0,2013,Color
4.4,0,92,150,29,2004,Color
7.1,3000,106,49,172,2008,Color
6.2,921,92,42,6,2008,Color
7.3,23000,161,192,929,2009,Color
5.1,0,92,42,143,2012,Color
8.1,115000,93,304,529,2009,Color
6.7,0,110,43,22,2013,Color
6.6,0,122,132,0,2014,Color
4.5,939,91,40,10,2002,Color
8.1,16000,45,79,,,Color
6.6,824,115,180,460,2002,Color
6.5,282,94,26,4,2001,Color
5.9,191,93,24,7,2005,Color
6.6,0,94,91,7,2001,Color
6.5,0,95,352,571,2006,Color
7.3,0,105,175,102,1984,Color
7.5,20000,103,305,0,1990,Color
5.9,3000,102,42,12000,1987,Color
7.4,0,116,194,521,1982,Color
6.9,19000,110,388,12000,1986,Color
7.9,0,120,1641,0,2000,Color
8.4,22000,122,2715,0,1999,Color
8,64000,118,636,0,2010,Color
6,0,107,79,425,1988,Color
7.3,0,45,68,,,Color
6.8,1000,102,36,4,2008,Color
7.8,6000,154,199,14000,1985,Color
5.7,558,103,25,2,2009,Color
8.1,165000,114,608,77,2014,Color
6.1,855,109,60,6,1980,Color
7.5,0,124,84,150,1980,Color
6.2,0,94,103,87,2010,Color
6.2,57000,100,304,127,2013,Color
7.4,0,98,183,11000,1983,Color
6.6,26000,102,162,79,2013,Color
7.3,0,94,421,350,2006,Color
7.5,15000,92,306,13000,1988,Color
5.6,1000,113,100,0,2007,Color
7.3,0,115,132,44,1994,Color
6.4,29000,95,509,43,2012,Color
5,0,87,468,165,2006,Color
5.4,896,88,99,189,2002,Color
8.2,11000,183,1026,517,1978,Color
7.1,12000,97,218,272,1997,Color
5.3,0,94,172,13,2003,Color
6.5,12000,112,122,29,2013,Color
6.2,27000,98,181,66,2015,Color
6.4,0,104,502,0,1998,Color
7.2,0,118,59,13,1993,Color
6.9,2000,120,207,446,1997,Color
5.7,0,99,393,11,2001,Color
7.7,38000,109,336,453,2012,Color
5.6,0,106,193,357,2000,Color
7.7,90000,123,388,120,2014,Color
5.1,0,86,87,14,2003,Color
6.8,0,120,240,18,2000,Color
8.4,11000,227,559,767,1962,Color
4.9,3000,119,491,0,2009,Color
7.1,38000,115,252,212,2014,Color
6.6,0,114,279,29,2009,Color
6.1,0,90,250,6,2005,Color
4.1,0,94,614,28,2002,Color
8.1,33000,98,718,0,1987,Color
7.6,0,126,118,18000,2007,Color
7.8,81000,100,1264,0,2011,Color
4.6,810,89,105,10,2004,Color
6,849,111,132,13,1998,Color
7,0,100,713,35,2007,Color
6.7,0,115,64,49,2014,Color
6.4,1000,106,88,61,2005,Color
7.2,0,124,116,107,2000,Color
7.4,0,107,296,5,1997,Color
4.8,0,99,143,3,2009,Color
4,949,90,457,31,2000,Color
6.2,6000,101,195,26,1996,Color
7.7,0,119,735,11000,2005,Color
6.7,0,103,52,20,2010,Color
7.9,0,134,156,133,1993,Color
7.9,0,155,560,0,1997,Color
5.5,466,94,55,11,1993,Color
6.2,1000,95,76,15,2006,Color
5.1,0,89,211,7,2007,Color
4.1,243,97,227,83,2000,Color
6.7,0,90,127,13,2002,Color
4.7,0,92,284,8,2006,Color
6.4,0,100,84,10,2016,Color
6.3,0,117,114,19,2010,Color
5.5,673,84,237,119,1998,Color
7.3,47000,140,376,310,2012,Color
6.3,0,108,152,79,2014,Color
4.9,327,109,415,11,1999,Color
7.6,16000,131,876,0,2008,Color
6,0,114,96,73,1984,Color
6.2,20000,97,369,181,2012,Color
6.8,13000,122,158,210,2014,Color
4.5,0,87,619,374,2001,Color
5.7,175,85,22,12,2008,Color
8.4,116,85,31,0,2007,Color
4.6,356,101,355,36,2000,Color
6.2,489,121,91,16,2006,Color
7,49000,107,181,92,2011,Color
6.9,10000,111,118,0,2009,Color
6.1,566,92,135,34,2001,Color
6.7,622,97,144,164,2003,Color
5.6,251,97,140,745,1999,Color
6.6,1000,125,226,34,2004,Black and White
6.4,877,124,55,11000,1989,Color
2.8,436,76,53,9,1998,Color
5.4,29000,107,224,561,2012,Color
5,247,91,88,23,1998,Color
5.1,648,96,162,4,2000,Color
8,16000,142,513,0,1985,Color
5.9,1000,103,212,80,2004,Color
7.5,576,60,77,,,Color
8.2,35000,117,1028,0,1998,Color
7,0,116,200,153,2006,Black and White
6.6,455,118,125,41,2002,Color
6.7,923,108,118,187,2007,Color
5.5,816,94,89,9,2000,Color
4.9,1000,97,132,2,2002,Color
6.9,0,97,141,32,2002,Color
7.4,515,99,56,45,1998,Color
5.6,647,91,66,6,2006,Color
8,32000,107,513,454,2008,Color
5.3,0,95,33,24,2013,Color
6.2,0,102,104,11,2008,Color
5.3,0,88,53,96,2009,Color
6.6,10000,106,102,835,2012,Color
7.2,10000,92,169,11000,2009,Color
4.6,157,105,85,52,2000,Black and White
7.5,0,107,199,0,2005,Color
6.5,0,120,89,0,1999,Color
7.6,0,103,336,1000,2005,Color
6.2,0,92,198,6,1999,Color
8,16000,147,1768,0,2001,Color
5.5,0,98,190,18,2007,Color
6.3,0,98,108,11000,2010,Color
7.2,33000,103,320,132,2010,Color
7.9,733,286,39,,,Color
6.7,0,111,162,122,2008,Color
5.3,843,98,62,70,1986,Color
6.3,391,111,71,0,1999,Color
6.5,0,111,436,0,2007,Color
5.6,708,100,13,5,2014,Color
7,284,116,83,460,1999,Color
8.3,12000,145,413,756,1927,Black and White
7.2,0,84,157,180,2004,Color
6.8,0,115,144,39,1995,Color
6.4,0,105,87,141,2015,Color
6.9,664,98,111,34,2001,Color
8,0,99,172,445,2003,Color
6.2,0,110,72,0,2008,Color
6.4,0,97,201,197,2010,Color
5.6,154,88,29,85,1996,Color
6.1,0,103,209,129,2008,Color
6,705,104,15,36,2011,Color
5.1,0,90,41,68,2011,Color
4.5,193,105,40,24,2001,Color
5.9,445,93,39,17,2007,Color
6,0,141,32,15,2008,Color
5.8,0,85,12,0,2013,Color
6.1,13000,109,134,19,2014,Color
4.9,473,105,108,93,2005,Color
5.7,18,98,4,6,2015,Color
7.1,821,119,53,3,2009,
6.6,277,124,32,67,2000,Color
8.1,38000,101,609,11000,1993,Color
5.7,41000,115,135,13,2015,Color
6.8,10000,120,506,1000,1996,Color
7.5,0,111,73,15,2010,Color
6.2,998,94,13,5,2014,Color
8.3,10000,131,495,16000,1992,Color
7.4,1000,139,81,3000,2005,Color
8,13000,120,1017,0,2008,Color
6.9,3000,119,201,213,1987,Color
6.9,11000,125,271,0,1990,Color
9.5,0,65,,0,,Color
5.5,489,108,62,5,1988,Color
5.7,0,101,20,34,2015,Color
7.2,4000,145,173,0,1989,Color
6.9,0,98,97,226,1993,Black and White
5.5,0,101,268,71,2009,Color
5.2,0,109,162,41,2007,Color
7.1,0,123,275,43,1977,Color
6.6,373,60,57,,,Color
5.5,0,99,426,9,1998,Color
5.4,0,110,43,0,2012,Color
6.7,0,107,31,116,1991,Color
5,2000,81,160,54,1999,Color
6.4,18000,105,350,58,2011,Color
6.6,184,82,78,12,2002,Color
5.9,0,109,31,309,1993,Color
5.7,530,95,33,10,2002,Color
4.5,1000,100,53,0,1995,Color
3.7,889,118,252,128,1977,Color
5,0,91,747,31,2005,Color
4.6,411,90,123,119,2003,Color
6.5,4000,108,215,123,2009,Color
4.9,1000,103,20,44,2010,Color
6,645,96,106,0,1998,Color
6.9,970,117,157,160,1999,Color
5.7,0,93,122,85,1996,Color
6.7,932,136,75,17000,1977,Color
6.9,905,115,39,0,1994,Color
5.5,488,94,55,0,2007,Color
4.4,0,85,673,52,2001,Color
7,0,112,270,0,2006,Color
5.4,613,86,104,70,2001,Color
5.4,0,86,32,90,2012,Color
8,13000,112,175,232,2007,Color
7.6,5000,137,320,143,2006,Color
5.9,853,90,112,49,2000,Color
6.6,860,107,114,956,1999,Color
6.7,447,98,59,176,2006,Color
3.9,231,84,181,12,2001,Color
5.7,127,139,27,133,1995,Color
6.7,2000,97,79,11,2008,Color
6.5,76,127,8,109,1978,Color
6.8,0,150,165,608,2014,Color
6.3,512,104,31,752,2009,Color
7.3,0,132,55,333,2002,Color
6.9,1000,117,34,2,2010,Color
7,702,115,36,168,2008,Color
6.5,0,186,119,50,2011,Color
3.6,934,90,66,10,2009,Color
7.7,14000,90,104,0,2010,Color
7.7,13000,134,2254,0,2005,Color
6.8,0,97,248,143,1995,Color
7.4,0,107,378,162,2002,Color
5.1,0,99,96,38,2015,Color
9.1,0,55,37,,,Color
7.4,0,124,314,133,2000,Color
7.2,52000,110,284,454,2012,Color
6,329,105,59,148,2001,Color
7.4,64,41,2,,,Color
8.3,14000,178,564,101,2004,Color
8.1,0,125,140,448,2004,Color
6.3,29000,108,616,143,2013,Color
7.3,0,121,131,272,1987,Color
3.6,502,100,17,26,2010,Color
1.6,62000,115,233,209,2011,Color
8,106000,108,1140,0,2010,Color
9,14000,220,650,0,1974,Color
6.1,0,112,320,49,2001,Color
5.7,0,99,260,212,1988,Color
6.8,16000,109,55,36,2016,Color
5.5,0,83,469,8,2000,Color
6.8,0,107,120,58,1988,Color
7.3,33000,102,171,51,2014,Color
6.1,0,100,42,38,2014,Color
7.2,10000,97,549,19,1999,Color
5.9,1000,92,159,13,2002,Color
6.1,0,84,72,0,1993,Color
6.8,0,86,139,174,2016,Color
7.7,15000,120,1100,19,2004,Color
4.9,0,89,91,13,2000,Color
6.1,0,117,32,17,2007,Color
2.5,0,97,168,84,1999,Color
6.1,934,91,168,6,1998,Color
5.9,833,100,42,15,1996,Color
5.7,0,72,166,5,1990,Color
5.6,0,84,84,12,2014,Color
7.2,20000,126,1066,0,2007,Color
7.7,109000,108,611,232,2015,Black and White
7.8,0,112,840,0,1999,Color
6.1,593,90,31,7,2001,Color
5.8,0,91,149,13,2014,Color
6.5,0,135,169,134,2001,Color
7.9,5000,141,316,16000,2006,Color
6.3,862,104,128,35,2006,Color
3.8,204,84,20,18,1998,Color
8.3,72000,118,351,412,2015,Color
6.4,679,82,117,799,1998,Color
6.7,3000,95,107,0,1994,Color
6.1,0,94,210,26,1999,Color
8.1,22,88,,76,,Color
6,251,99,39,7,1999,Color
5.8,0,121,181,15,1998,Color
5.6,0,84,181,2,2001,Color
6.1,618,93,159,16,2001,Color
5.9,11000,93,84,24,2013,Color
7.3,0,120,123,107,2006,Color
6.8,689,112,59,37,2007,Color
5.7,5000,107,87,80,2013,Color
7.3,186,112,69,83,2000,Color
6.3,0,96,166,460,2009,Color
5.9,69,91,19,150,1996,Color
7.1,0,125,108,0,2006,Color
8,131000,102,457,139,2012,Color
5.1,107,87,23,29,1993,Color
7.1,0,118,102,41,2006,Color
6.5,141,115,92,187,2000,Color
4.5,0,91,53,83,2015,Color
6.6,18000,88,297,115,2011,Color
4.3,0,127,180,11000,2011,Color
6.7,23000,94,266,122,2013,Color
6.8,139,115,1,32,2016,Color
5.4,332,90,106,0,2002,Color
6.6,11000,102,162,43,2009,Color
7.4,0,100,96,218,1981,Color
7.3,0,117,159,18000,2002,Color
6.9,0,109,139,97,2002,Color
8,15000,121,460,12000,1993,Color
6.4,0,111,35,28,2010,Color
7.8,0,100,365,164,1992,Color
6.1,0,109,176,187,2010,Color
6.1,0,93,106,261,1982,Color
5.1,0,101,126,10,2009,Color
7.8,337,101,44,19,1937,Black and White
7.4,19000,106,299,44,2007,Color
7.8,38000,94,398,39,2008,Color
8,0,140,690,3000,2000,Color
6.7,329,132,50,44,1997,Color
6.6,344,99,48,220,1996,Color
6.4,0,90,60,34,2009,Color
6.7,44000,105,392,20,2010,Color
6.2,0,108,51,60,2010,Color
7.3,5000,69,133,383,1988,Color
8.1,0,148,224,16,2004,Color
7,0,118,33,50,2009,Black and White
8,18000,132,1058,607,1973,Color
8,21000,130,962,14000,1975,Color
7,0,95,789,80,1999,Color
7.9,0,80,32,2,2012,Color
5.9,0,94,69,23,1986,Color
6.6,0,122,62,167,2012,Color
6.3,770,102,156,167,2002,Color
7.7,0,116,359,120,1982,Color
6.9,0,78,242,293,1994,Color
7.1,0,114,152,139,1983,Color
7.4,0,112,175,608,1985,Color
6.5,15000,110,349,16,2012,Color
6.5,0,104,271,98,2006,Color
6.8,0,81,154,406,1996,Color
7.5,0,154,462,16000,1997,Color
6.6,0,102,165,22,2008,Color
7.1,32000,89,471,128,2012,Color
6.6,0,132,68,0,1983,Color
7,0,103,177,0,1981,Color
3.3,0,93,578,33,2002,Color
6.7,29000,93,261,166,2012,Color
8,0,172,258,76,1970,Color
6.8,0,96,605,132,2002,Color
6,0,89,369,66,2008,Color
5.4,0,92,156,0,2008,Color
4.3,243,97,49,4,2004,Color
6.2,0,93,102,58,2001,Color
7.7,0,89,147,53,1992,Color
7.4,0,123,271,278,2002,Black and White
5.9,0,93,50,4,2012,Color
7.8,93000,133,548,131,2014,Color
7.4,0,121,290,131,1998,Color
6.5,0,102,93,0,2014,Color
5.4,902,102,75,287,1979,Color
7,0,99,374,192,1999,Color
8.6,31000,55,302,,,Color
7.6,37000,98,233,350,2013,Color
6.9,549,118,219,57,2005,Color
7,0,125,123,76,1978,Color
5.3,0,104,150,20,2006,Color
6.4,0,109,160,14,2015,Color
4.5,151,86,18,17,2004,Color
7.8,28000,115,274,729,2013,Black and White
6.7,0,92,104,226,1995,Color
5.3,371,91,69,25,2001,Color
6.3,0,94,203,655,2011,Color
7,0,93,444,83,2006,Color
5.3,439,93,15,3,1997,Color
6.6,242,100,88,98,1998,Color
5.8,0,100,36,43,2010,Color
6.7,0,113,281,438,2008,Color
6.6,1000,122,48,30,1981,Color
7,0,100,296,73,2003,Color
8.4,11000,293,426,249,1981,Color
5.4,507,93,105,32,2002,Color
7.8,105000,123,391,628,2013,Color
7.6,0,119,420,611,2004,Color
6.6,0,107,145,27,2012,Color
6.4,0,106,177,16,2015,Color
7,0,109,90,67,2008,Color
5.7,262,81,69,25,2000,Color
5.9,1000,95,68,216,1992,Color
6.3,650,86,150,378,2006,Color
6.3,652,113,161,11000,1998,Black and White
6.2,0,122,188,708,2006,Color
2.1,0,90,304,7,2003,Color
5,251,108,33,0,1996,Color
5.3,656,113,354,319,2003,Color
7.1,0,110,98,115,2008,Color
7,305,109,99,40,2001,Color
5.7,135,100,10,55,1981,Color
7.1,0,101,316,61,1999,Color
7,0,97,124,20,2007,Color
7.7,29000,172,124,667,2013,Color
7.1,677,104,122,0,2002,Color
6.8,27000,99,235,0,2013,Color
7.5,0,129,210,0,2004,Black and White
6.3,314,91,50,60,2007,Color
7.3,0,100,43,19,2005,Color
6.8,0,111,57,277,2009,Color
7.2,0,114,133,0,2000,Color
6.4,423,86,90,94,2002,Color
6,88,107,12,0,1997,Color
6.4,1000,90,78,26,2007,Color
5.1,0,103,25,759,2012,Color
7.5,0,120,75,7,2007,Color
7.1,607,134,45,45,2005,Color
4.6,458,110,133,18,1999,Color
5.7,784,95,20,611,2009,Color
6.8,0,95,124,165,2002,Color
7.7,0,132,62,14,2009,Black and White
3.2,211,89,12,0,2011,Color
6.1,0,138,49,7,2010,Color
5.6,0,113,61,212,2011,Color
6.9,13000,99,293,76,2009,Color
7.5,26000,111,10,0,2015,Color
5.8,23000,99,153,130,2014,Color
8.3,27000,104,726,0,2000,Color
2.8,634,89,7,49,2015,Color
6.6,0,103,248,52,1989,Color
7.5,355,134,40,0,1993,Color
6,443,100,27,2,2009,Color
6.2,4,130,6,3,2015,Color
7.2,14000,106,245,287,1984,Color
8.7,33000,125,1470,0,1977,Color
6,11000,109,166,11,2016,Color
8,7000,200,255,767,1965,Color
7.2,0,114,26,335,2014,Color
4.5,0,112,171,197,2008,Color
7.9,36000,116,389,737,2010,Color
7.1,641,92,196,79,2006,Color
7.5,7000,120,201,36,1992,Color
6.8,15000,107,132,15,2014,Color
4.3,774,92,33,53,2014,Color
7.2,0,107,97,42,1989,Color
5.8,0,100,102,32,2007,Color
7.1,0,81,629,541,2002,Color
7.4,19000,101,962,163,2002,Color
7.6,0,122,190,0,1995,Color
6.9,0,97,749,16,1999,Color
6,0,92,194,52,2009,Color
6.9,0,92,131,0,1981,Color
7.3,0,110,56,107,2008,Color
4.6,365,86,100,5,2001,Color
6,541,91,80,0,1992,Color
6.4,745,145,35,278,1978,Color
5.5,902,100,64,365,1986,Color
7.5,36000,111,212,34,2015,Color
8.1,0,184,369,0,1975,Color
6.3,0,89,90,2,2001,Color
5.1,671,84,79,71,2000,Color
6.8,13000,98,126,0,2012,Color
5.3,449,95,121,5,2001,Color
7.3,5000,100,463,0,2001,Color
7.3,34000,109,147,64,2015,Color
7.1,0,118,204,386,2004,Black and White
7.6,10000,88,604,0,1992,Color
5.3,405,86,107,4,2002,Color
7.8,14000,118,292,529,1993,Color
7.7,0,125,74,10,2003,Color
7.7,0,125,165,608,2004,Color
5.4,550,94,128,18,2002,Color
6.2,174,113,19,300,1995,Color
7.4,26000,104,313,1000,2013,Color
6.2,0,95,153,596,2001,Color
5.1,967,102,39,8,1991,Color
6.9,608,124,36,58,1970,Color
6.3,0,105,69,0,2005,Color
6.8,0,104,86,238,2006,Color
5.7,0,111,59,17,2010,Color
5.8,0,95,262,43,2008,Color
6.2,85,96,12,4,1969,Color
4.3,18000,97,111,15,2012,Color
6.4,302,118,115,10,2006,Color
6,659,193,264,160,2006,Color
6.9,646,97,132,32,1999,Color
5.5,0,98,160,7,2013,Color
5.4,1000,103,349,57,2002,Color
8.3,24000,161,1736,0,1968,Color
7.9,34000,120,515,14000,1982,Color
6.5,1000,97,74,21,2007,Color
6.3,392,97,28,4,2004,Color
6.4,119,99,31,11,1994,Color
7.9,0,24,18,,,Color
5.3,250,144,43,0,2010,Color
5.8,411,111,111,58,2007,Color
6.6,0,145,57,0,2012,Color
7.4,0,106,27,7,2014,Color
8.3,31000,126,682,835,1997,Color
5.3,0,106,50,29,2016,Color
6.2,0,121,614,163,2006,Color
6.9,0,117,134,425,1981,Color
5.9,0,98,385,235,2000,Color
6.1,0,109,94,65,2016,Color
5.8,0,95,389,7,1999,Color
5.9,0,96,319,163,2007,Color
5.5,0,101,403,13,2005,Color
5,676,107,137,0,2006,Color
7,0,119,115,17000,1986,Color
7.8,0,178,192,19,1962,Black and White
6.4,0,100,46,65,1992,Color
5.9,4000,98,911,70,2004,Color
